BP CODE,NTW #,PROVIDER NAME,REGION,CITY,DISTRICT,TYPE,NTW 1,NTW 2,NTW 3,NTW 4,NTW 5,NTW 6,NTW 7,NTW 8,NTW 9,NTW 10,TEL,FAX,المدنة,المنطقة,اسم مقدم الخدمة
3876,2,CARDIO VASCULAR CENTER,EASTERN,DAMMAM,AL RABIE,CENTER,√,√,−,−,−,−,−,−,−,−,013-8276195,013-8274237,الدمام,الشرقة,عادات امراض القلب واوعة الدموة
4637,4,KING FAHAD SPECIALIZED HOSPITAL - DAMMAM,EASTERN,DAMMAM,ALMURYKBAT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-8442222,013-8442222,الدمام,الشرقة,مستشفى الملك فھد التخصصي بالدمام
4542,4,MATERNITY & CHILDREN HOSPITAL-DAMMAM,EASTERN,DAMMAM,BESAID THE KING FAHAD HOSPITAL,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-8448721,013-8448721,الدمام,الشرقة,مستشفى الودة واطفال بالدمام
4541,4,DAMMAM CENTRAL CLINIC,EASTERN,DAMMAM,75 AREA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-8557777,013-8155769,الدمام,الشرقة,مجمع الدمام المركزي
3754,4,SAUD AL BABTAIN CARDIAC CENTER,EASTERN,DAMMAM,AL JALAWIAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-8155685,013-8155686,الدمام,الشرقة,مركز سعود البابطن لطب وجراحة القلب
111,4,AL MANA GENERAL HOSPITAL (DAMAM),EASTERN,DAMMAM,ABDULLAH FOUAD DISTRICT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-8890661,013-8893424,الدمام,الشرقة,مستشفى المانع العام
5425,2,SAUDI GERMAN HOSPITAL - DAMMAM,EASTERN,DAMMAM,AMANA,HOSPITAL,√,√,−,−,−,−,−,−,−,−,920007997,013-8016000,الدمام,الشرقة,مستشفى السعودي الماني
5450,4,GHARNATAH MEDICAL CENTER - MOH,EASTERN,DAMMAM,GHARNATAH,CLINIC,√,√,√,√,−,−,−,−,−,−,013-8433611,013-8433611,الدمام,الشرقة,مركز صحي غرناطة - وزارة الصحة
4394,4,CLINIC 9 MEDICAL CENTER,EASTERN,DAMMAM,AL MOHAMMDIYA,CLINIC,√,√,√,√,−,−,−,−,−,−,920008174,920008174,الدمام,الشرقة,مجمع التاسعة الجدد الطبي
1083,4,EXCELLENCE FOR PHYSIOTHERAPY,EASTERN,DAMMAM,JULAWIYAH DISTRICT,CENTER,√,√,√,√,−,−,−,−,−,−,013-8154119,013-8154463,الدمام,الشرقة,مركز التمز فى العج الطبعي بالدمام
8,4,AL MOUWASAT HOSPITAL (DAMAM),EASTERN,DAMMAM,RABWA DISTRICT,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-8200000,013-8203436,الدمام,الشرقة,مستشفى المواساة
4318,6,DR. ALNAAMY SPECIALIST HOSPITAL (GENERAL CARE PREV.),EASTERN,DAMMAM,AL BALADIYAH,HOSPITAL,√,√,√,√,√,√,R,R,R,R,013-8467777,013-8469921,الدمام,الشرقة,مستشفى الدكتور حسن النعمي (العناة الشاملة سابقا)
1589,6,ARRAWDHA GENERAL HOSPITAL,EASTERN,DAMMAM,ALTUBESHI,HOSPITAL,√,√,√,√,√,√,−,−,−,−,013-8346555,013-8339056,الدمام,الشرقة,مستشفى الروضة العام
244,6,ARRAWDHA DISPENSARY,EASTERN,DAMMAM,ALTUBESHI,CLINIC,√,√,√,√,√,√,−,−,−,−,013-8346555,013-8341991,الدمام,الشرقة,مجمع الروضة الطبي العام
1631,6,DAR AL AFIA MEDICAL GROUP,EASTERN,DAMMAM,DAMMAM,CLINIC,√,√,√,√,√,√,−,−,−,−,013-8050101,013-8050103,الدمام,الشرقة,مجموعة دار العافة الطبة – المجمع الطبي
1685,6,KAHHAL MEDICAL COMPLEX,EASTERN,DAMMAM,ALMUBARKIYA DISTRICT,CLINIC,√,√,√,√,√,√,−,−,−,−,013-8097777,013-8097106,الدمام,الشرقة,مستوصف الكحال الطبي
610,6,ALNAAMY MEDICAL CENTER (GENERAL CARE PREV.),EASTERN,DAMMAM,DAMMAM,CLINIC,√,√,√,√,√,√,−,−,−,−,013-8467777,013-8416177,الدمام,الشرقة,مجمع النعمي الطبي ( العناة الشاملة سابقا)
1802,6,CANADIAN MEDICAL CENTER,EASTERN,DAMMAM,DAWASIR DISTRICT,CLINIC,√,√,√,√,√,√,−,−,−,−,013-8188320,013-8188059,الدمام,الشرقة,مجمع المركز الكندي الطبي
4563,6,LAMA MEDICAL CENTER,EASTERN,DAMMAM,FAISALYAH,CLINIC,√,√,√,√,√,√,−,−,−,−,013-8115131,013-8119577,الدمام,الشرقة,مجمع ما الطبي
4108,6,AL SAIF MEDICAL CENTER,EASTERN,DAMMAM,AL BUHAYRAH,CENTER,√,√,√,√,√,√,−,−,−,−,013-8383600,013-8383338,الدمام,الشرقة,مجمع السف الطبي
1920,6,DIAMOND DENTAL CENTER,EASTERN,DAMMAM,DAMMAM,CENTER,√,√,√,√,√,√,−,−,−,−,013-8117979,013-8117978,الدمام,الشرقة,مجمع الماس لطب وتقوم اسنان
5313,10,MURJAN MEDICAL COMPLEX,EASTERN,DAMMAM,HAJR,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8681000,013-8997887,الدمام,الشرقة,مجمع عادات مرجان السعودة
2214,4,RAM DENTAL CLINIC -1 (DAM),EASTERN,DAMMAM,AL HAMRA,CENTER,√,√,√,√,−,−,−,−,−,−,013-8356755,013-8356750,الدمام,الشرقة,مركز رام لطب اسنان - 1
2215,4,RAM DENTAL CARE -2 (DAM),EASTERN,DAMMAM,ALMEREKBAT DISTRICT,CENTER,√,√,√,√,−,−,−,−,−,−,013-8425701,013-8425384,الدمام,الشرقة,مركز رام لطب اسنان - 2
5371,6,AVICENA DENTAL COMPANY - 2,EASTERN,DAMMAM,DAMMAM,CENTER,√,√,√,√,√,√,−,−,−,−,920009691,920009691,الدمام,الشرقة,مجمع بن سنا لطب اسنان - 2
5373,6,AVICENA DENTAL COMPANY - 4,EASTERN,DAMMAM,DAMMAM,CENTER,√,√,√,√,√,√,−,−,−,−,920009691,920009691,الدمام,الشرقة,مجمع بن سنا لطب اسنان - 4
5376,6,AVICENA DENTAL COMPANY - 7,EASTERN,DAMMAM,DAMMAM,CENTER,√,√,√,√,√,√,−,−,−,−,920009691,920009691,الدمام,الشرقة,مجمع بن سنا لطب اسنان - 7
5377,6,DR. GHASSANA SADIQ DENTAL CENTER,EASTERN,DAMMAM,DAMMAM,CENTER,√,√,√,√,√,√,−,−,−,−,920009691,920009691,الدمام,الشرقة,عادات د. غسانة صادق الطبة
4839,6,ROYAL DENTAL COMPLEX - DAMMAM,EASTERN,DAMMAM,AL RAWDHA,CENTER,√,√,√,√,√,√,−,−,−,−,013-8426699,013-8421199,الدمام,الشرقة,مجمع عادات روال لطب اسنان
816,10,DAMMAM MEDICAL DISPENSARY,EASTERN,DAMMAM,MADINAT ALAMAL,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8271388,013-8058899,الدمام,الشرقة,مجمع الدمام الطبي
719,10,DAR ASSIHHA DISPENSARY,EASTERN,DAMMAM,AL ANOOD,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8177899,013-8172923,الدمام,الشرقة,مجمع دار الصحة
2053,6,SHAMS AL FARABI DENTAL (NOOR AL MADAR DENTAL -2 PREV.),EASTERN,DAMMAM,ANAK,CENTER,√,√,√,√,√,√,−,−,−,−,013-8361005,013-8630715,الدمام,الشرقة,مجمع شمس الفاارابي لطب اسنان (مركز نور المدار لطب اسنان  سابقا)
443,8,TADAWI GENERAL HOSPITAL,EASTERN,DAMMAM,MAZROYAH DISTRICT,HOSPITAL,√,√,√,√,√,√,√,√,R,R,013-8348777,013-8347818,الدمام,الشرقة,مستشفى تداوي العام
902,8,CONSULTANT RADIOLOGIST (DAMAM),EASTERN,DAMMAM,AL TOBAISHI,CENTER,√,√,√,√,√,√,√,√,−,−,013-8301718,013-8342266,الدمام,الشرقة,شركة مركز استشارون لشعة التشخصة
3998,4,AL DAWAA MEDICAL SERVICES CO.,EASTERN,DAMMAM,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,الدمام,الشرقة,مجموعة صدلات الدواء
1866,9,AL WAZZAN VISION,EASTERN,DAMMAM,MAZROUA DISTRICT,CENTER,√,√,√,√,√,√,√,√,√,−,013-8524056,013-8524120,الدمام,الشرقة,الوزان للبصرات
3503,10,AL MANA DISPENSARY (DAMAM),EASTERN,DAMMAM,AL SUNAEYAH 2,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8890661,013-8893424,الدمام,الشرقة,مجمع المانع العام (الدمام)
1365,10,DAR AL HEKMAH,EASTERN,DAMMAM,ABDULLAH FOUAD DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8264749,013-8264750,الدمام,الشرقة,مستوصف دار الحكمة
1025,10,AL RAI MEDICAL DISPENSARY,EASTERN,DAMMAM,DAMMAM,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8113131,013-8182586,الدمام,الشرقة,مجمع الراي الطبي
4320,9,AL RAYAN EXTRAORDINARY POLYCLINIC,EASTERN,DAMMAM,DAMMAM,CLINIC,√,√,√,√,√,√,√,√,√,−,013-8330233,013-8324864,الدمام,الشرقة,مجمع عادات الران المتمزة الطبي
574,9,BADR AL RABIE DISPANSARY,EASTERN,DAMMAM,DAMMAM,CLINIC,√,√,√,√,√,√,√,√,√,−,013-8340903,013-8325759,الدمام,الشرقة,مجمع  بدر الربع الطبي
1682,10,AJYAD POLYCLINIC,EASTERN,DAMMAM,ALTUBASHI DIS,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8056444,013-8051383,الدمام,الشرقة,مجمع عادات اجاد الطبي
1368,10,FAJAR DAMMAM MEDICAL COMPLEX,EASTERN,DAMMAM,GURNATA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8152555,013-8436788,الدمام,الشرقة,مجمع فجر الدمام الطبي
4110,9,ZAHRAT AL ABEER MEDICAL COMPLEX,EASTERN,DAMMAM,AL KHALEEJ,CLINIC,√,√,√,√,√,√,√,√,√,−,013-8357867,013-8350724,الدمام,الشرقة,مجمع عادات زھرة العبر الطبي
619,10,AHMADI MEDICAL CENTER,EASTERN,DAMMAM,OHOD DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8211111,013-8203260,الدمام,الشرقة,مجمع احمدي الطبي
1880,10,SAFA DAMMAM MEDICAL DIAGNOSTIC CENTER,EASTERN,DAMMAM,AL ADAMAH,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8341016,013-8333792,الدمام,الشرقة,مجمع عادات صفاء الدمام التشخصي
1607,10,AL DUKAIR CLINIC,EASTERN,DAMMAM,BIN KHALDON DIS,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8427461,013-8415477,الدمام,الشرقة,مجمع الذكر الطبي
1745,10,DAMMAM NATIONAL DISPENSARY,EASTERN,DAMMAM,JALAWAIA AREA,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8434090,013-8429198,الدمام,الشرقة,مجمع عادات الدمام اھلي
112,9,AL FARABY DISPENSARY,EASTERN,DAMMAM,TELECOM DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,−,013-8420909,013-8465663,الدمام,الشرقة,مستوصف الفارابي
2184,9,AL FARABY DISPENSARY (1st.INDUST. CITY),EASTERN,DAMMAM,INDUSTRIAL CITY,CLINIC,√,√,√,√,√,√,√,√,√,−,013-8474080,013-8473553,الدمام,الشرقة,مجمع الفارابي  (الدمام الصناعة)
5469,1,KING FAHD MILITARY MEDICAL COMPLEX,EASTERN,DHAHRAN,DHAHRAN,HOSPITAL,√,−,−,−,−,−,−,−,−,−,013-8440000,013-8440000,الظھران,الشرقة,مجمع الملك فھد الطبي العسكري بالظھران-وزارة الدفاع
4544,4,EYE SPECIALIZED HOSPITAL-DAHRAN,EASTERN,DHAHRAN,AL JAMAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-8914226,013-8918222,الظھران,الشرقة,مستشفى العون التخصصي بالظھران
5159,10,AL DOHA MEDICAL CLINIC,EASTERN,DHAHRAN,DOHA,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8913111,013-8914012,الظھران,الشرقة,مجمع الدوحة الطبي
118,9,AL FARABY MEDICAL CENTER (DOHA),EASTERN,DHAHRAN,DOHA,CLINIC,√,√,√,√,√,√,√,√,√,−,013-8911887,013-8914469,الظھران,الشرقة,مستوصف الفارابي -  حي الدوحة
5434,4,ANAK GENERAL HOSPITAL,EASTERN,ANAK,ANAK,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-8361616,013-8361616,عنك,الشرقة,مستشفى عنك العام
5296,4,AL QARIYA AL ULYA GENERAL HOSPITAL,EASTERN,AL QARIYA AL ULYA,AL QARIYA AL ULYA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-3863303,013-3863303,القرة العلا,الشرقة,مستشفى القرة العلا العام
115,8,AL SADIQ HOSPITAL,EASTERN,SIHAT,SEIHAT DISTRICT,HOSPITAL,√,√,√,√,√,√,√,√,−,−,013-8500160,013-8503127,سھات,الشرقة,مستشفى الصادق
1847,8,RUBBAN MEDICAL CENTRE,EASTERN,SIHAT,ALFERDOS DISTRICT,CLINIC,√,√,√,√,√,√,√,√,−,−,013-8387401,013-8391151,سھات,الشرقة,مجمع الربان الطبي
3668,8,ZUHAIR AL SHUWAIKHAT OPTICAL CENTER,EASTERN,SIHAT,SAHAT,CENTER,√,√,√,√,√,√,√,√,−,−,013-8505205,013-8505205,سھات,الشرقة,مركز زھر الشوخات للبصرات
3998,4,AL DAWAA MEDICAL SERVICES CO.,EASTERN,SIHAT,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,سھات,الشرقة,مجموعة صدلات الدواء
709,10,AL MADLOUH DISPENSARY,EASTERN,SIHAT,ALFERDOS DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8500208,013-8383403,سھات,الشرقة,مجمع المدلوح الطبي
4659,4,AL QATIF CENTRAL HOSPITAL,EASTERN,AL QATIF,ALJESH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-8361000,013-8360040,القطف,الشرقة,مستشفى القطف المركزي
5449,4,ALSHWEKA PHC - MOH,EASTERN,AL QATIF,ALSHWEKA,CLINIC,√,√,√,√,−,−,−,−,−,−,013-8554087,013-8554087,القطف,الشرقة,مركز صحي الشوكة- وزارة الصحة
5369,4,MEDICAL BALSAM PHARMACY GROUP,EASTERN,AL QATIF,AL QATIF,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8241000,013-8239667,القطف,الشرقة,مجموعة صدلات البلسم الطبي
705,4,AL MOUWASAT HOSPITAL (QATIF),EASTERN,AL QATIF,ALQATIF,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-8512222,013-8551651,القطف,الشرقة,مستشفى المواساة
4023,6,REVIVE MEDICAL CENTER (UMM AL HAMMAM PREV.),EASTERN,AL QATIF,UMM AL HAMMAM,CLINIC,√,√,√,√,√,√,−,−,−,−,013-8367888,013-8367912,القطف,الشرقة,مجمع شركة استعادة الحاة الطبي ام الحمام الخرة
3758,4,RAM DENTAL CARE - AL QATIF,EASTERN,AL QATIF,AL MAJIDYA,CENTER,√,√,√,√,−,−,−,−,−,−,013-8559004,013-8634712,القطف,الشرقة,عادات رام لطب اسنان
5372,6,AVICENA DENTAL COMPANY - 3,EASTERN,AL QATIF,AL QATIF,CENTER,√,√,√,√,√,√,−,−,−,−,920009691,920009691,القطف,الشرقة,مجمع بن سنا لطب اسنان - 3
91,8,AL ZAHRAA HOSPITAL (QATIF),EASTERN,AL QATIF,QATIF DISTRICT,HOSPITAL,√,√,√,√,√,√,√,√,R,R,013-8555333,013-8545002,القطف,الشرقة,مستشفى الزھراء
2054,6,NOOR AL MADAR DENTAL -3,EASTERN,AL QATIF,ALMAJIDAIAH AREA,CENTER,√,√,√,√,√,√,−,−,−,−,013-8525858,011-2478840,القطف,الشرقة,مركز نور المدار لطب اسنان
337,8,SAFA SOCIAL SOCIETY,EASTERN,AL QATIF,ALAFRAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,−,−,013-6641637,013-6641641,القطف,الشرقة,مجمع عادات جمعة الصفا الخرة
3669,8,ZUHAIR AL SHUWAIKHAT OPTICAL CENTER,EASTERN,AL QATIF,ALQATEF,CENTER,√,√,√,√,√,√,√,√,−,−,013-8548551,013-8630466,القطف,الشرقة,مركز زھر الشوخات للبصرات
3998,4,AL DAWAA MEDICAL SERVICES CO.,EASTERN,AL QATIF,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,القطف,الشرقة,مجموعة صدلات الدواء
2368,10,BADR AL JAZEERA POLYCLINIC,EASTERN,AL QATIF,ALQATIF,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8635000,013-8661466,القطف,الشرقة,مجمع عادات بدر الجزرة الطبي
1637,9,MUDAR CHARITABLE SOCIETY,EASTERN,AL QATIF,QUDAI,CLINIC,√,√,√,√,√,√,√,√,√,−,013-8558513,013-8637723,القطف,الشرقة,مجمع جمعة مضر الخرة
351,10,CENTER OF MEDICAL EXCELLENCE,EASTERN,AL QATIF,MAZROUA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,013-8511318,013-8511379,القطف,الشرقة,مجمع عادات امتاز الطبي
913,9,AL BATI DISPENSARY,EASTERN,AL QATIF,QATIF,CLINIC,√,√,√,√,√,√,√,√,√,−,013-8232811,013-8231076,القطف,الشرقة,مجمع آل بطي الطبي
1865,9,AL HADI MEDICAL CLINIC,EASTERN,TAROOT,TAROUT,CLINIC,√,√,√,√,√,√,√,√,√,−,013-8230333,013-8233684,تاروت,الشرقة,مجمع عادات طب الھادي
5288,4,RAS TANNURA GENERAL HOSPITAL - MOH,EASTERN,RAS TANNURA,RAS TANNURA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-6674444,013-6676320,راس تنورة,الشرقة,مستشفى رأس تنورة
174,8,AL TAAFI DISPENSARY,EASTERN,RAS TANNURA,DAMMAM DISTRICT,CLINIC,√,√,√,√,√,√,√,√,−,−,013-6680505,013-6670457,راس تنورة,الشرقة,مجمع عادات التعافي
3670,8,ZUHAIR AL SHUWAIKHAT OPTICAL CENTER,EASTERN,RAS TANNURA,RAS TNNURA,CENTER,√,√,√,√,√,√,√,√,−,−,013-6681816,013-6681816,راس تنورة,الشرقة,مركز زھر الشوخات للبصرات
3998,4,AL DAWAA MEDICAL SERVICES CO.,EASTERN,RAS TANNURA,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,راس تنورة,الشرقة,مجموعة صدلات الدواء
90,10,RAHIMA MEDICAL POLYCLINIC,EASTERN,RAS TANNURA,ALMOQAWELEEN DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,013-6674490,013-6680789,راس تنورة,الشرقة,مجمع عادات رحمة اھلي
1023,9,SHIFA RAHIMA DISPENSARY,EASTERN,RAS TANNURA,ALSHAMALIYA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,−,013-6672525,013-6672929,راس تنورة,الشرقة,مجمع عادات شفاء رحمة الطبي
1182,8,SPECIALIST POLYCLINIC COMPLEX,EASTERN,SAFWA,AL HAZEM DISTRICT,CLINIC,√,√,√,√,√,√,√,√,−,−,013-6644116,013-6647273,صفوى,الشرقة,مجمع العادات التخصصة الطبي
3998,4,AL DAWAA MEDICAL SERVICES CO.,EASTERN,SAFWA,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,صفوى,الشرقة,مجموعة صدلات الدواء
710,10,SALAMATAK DISPENSARY,EASTERN,SAFWA,SAFWA,CLINIC,√,√,√,√,√,√,√,√,√,√,013-6642193,013-6630539,صفوى,الشرقة,مجمع سمتك الطبي
1664,4,ROYAL COMMISSION HOSPITAL (JUBAIL),EASTERN,AL JUBAIL / INDUS,INDUSTRIAL CITY,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-3464000,013-3464603,الجبل/ صناعة,الشرقة,مستشفى الھئة الملكة
256,4,AL MANA GENERAL HOSPITAL (JUBAIL),EASTERN,AL JUBAIL / INDUS,INDUSTRIAL AREA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-8890661,013-8980772,الجبل/ صناعة,الشرقة,مستشفى المانع العام
3125,4,AL MANA DISPENSARY-JUBAIL,EASTERN,AL JUBAIL / INDUS,AL DUFA,CLINIC,√,√,√,√,−,−,−,−,−,−,013-8890661,013-8980772,الجبل/ صناعة,الشرقة,مجمع المانع الطبي -الجبل
5374,6,AVICENA DENTAL COMPANY - 5,EASTERN,AL JUBAIL / INDUS,AL JUBAIL / INDUS,CENTER,√,√,√,√,√,√,−,−,−,−,920009691,920009691,الجبل/ صناعة,الشرقة,مجمع بن سنا لطب اسنان - 5
157,4,AL MOUWASAT HOSPITAL (JUBAIL),EASTERN,AL JUBAIL / INDUS,JUBAIL,HOSPITAL,√,√,√,√,R,R,R,R,R,R,013-3490000,013-3491256,الجبل/ صناعة,الشرقة,مستشفى المواساة
932,8,AL LULU COMPLEX,EASTERN,AL JUBAIL / INDUS,DAMMAM,CLINIC,√,√,√,√,√,√,√,√,−,−,013-3485555,013-3482200,الجبل/ صناعة,الشرقة,مجمع اللؤلؤ الطبي
3998,4,AL DAWAA MEDICAL SERVICES CO.,EASTERN,AL JUBAIL / INDUS,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,الجبل/ صناعة,الشرقة,مجموعة صدلات الدواء
2224,10,AL NABA DISPENSARY FOR MEDICAL SERVICE,EASTERN,AL JUBAIL / INDUS,ALFANATEER DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,013-3471111,013-3478000,الجبل/ صناعة,الشرقة,مجمع النبأ للخدمات الطبة
1736,4,JUBAIL GENERAL HOSPITAL (MOH),EASTERN,AL JUBAIL,TAIBA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,011-4050714,013-8414355,الجبل,الشرقة,مستشفى الجبل العام ( وزارة الصحة )
3561,4,RAM DENTAL (JUBAIL),EASTERN,AL JUBAIL,SEA VIEW,CENTER,√,√,√,√,−,−,−,−,−,−,013-3472323,013-8640828,الجبل,الشرقة,مركز رام لطب اسنان(الجبل)
5370,6,AVICENA DENTAL COMPANY - 1,EASTERN,AL JUBAIL,AL JUBAIL,CENTER,√,√,√,√,√,√,−,−,−,−,920009691,920009691,الجبل,الشرقة,مجمع بن سنا لطب اسنان - 1
649,8,AL KHONAINI MEDICAL SERVICES COMPLEX,EASTERN,AL JUBAIL,AL WAHA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,−,−,013-3410110,013-3616569,الجبل,الشرقة,مجمع محمد سلمان الخنني للخدمات الطبة
4314,4,ARRAZI CLINICS,EASTERN,AL JUBAIL,JUBAIL,CLINIC,√,√,√,√,√,√,−,−,−,−,013-3627373,013-3627869,الجبل,الشرقة,مجمع عادات الرازي الطبي
1701,8,ZUHAIR AL SHUWAIKHAT OPTICAL CENTER,EASTERN,AL JUBAIL,DEERA DISTRICT,CENTER,√,√,√,√,√,√,√,√,−,−,013-8350024,013-8548551,الجبل,الشرقة,مركز زھر الشوخات للبصرات
5315,8,AL MAGHLOUTH OPTICAL - JUBAIL,EASTERN,AL JUBAIL,SAFWAN,CENTER,√,√,√,√,√,√,√,√,−,−,013-5313333,013-5313010,الجبل,الشرقة,المغلوث للبصرات - الجبل
3998,4,AL DAWAA MEDICAL SERVICES CO.,EASTERN,AL JUBAIL,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,الجبل,الشرقة,مجموعة صدلات الدواء
1029,10,JUBAIL MEDICARE COMPLEX MUTLAQ AL OTAIBI PREV.,EASTERN,AL JUBAIL,KHAFGI,CLINIC,√,√,√,√,√,√,√,√,√,√,013-3631888,013-3635666,الجبل,الشرقة,مجمع رعاة الجبل الطبي (مركز مطلق العتبي سابقا)
2284,9,SAHEL REEM OPTICS (JUBAIL),EASTERN,AL JUBAIL,ALTAWYAH,CENTER,√,√,√,√,√,√,√,√,√,−,013-3407716,013-3407716,الجبل,الشرقة,مركز ساحل رم للنظارات
2924,9,AL ANSARI OPTICAL - AL JUBAIL,EASTERN,AL JUBAIL,ALFANATEIR DISTRICT,CENTER,√,√,√,√,√,√,√,√,√,−,013-3461611,013-3461611,الجبل,الشرقة,انصاري للبصرات - الھئة الملكة بالجبل
1668,10,DINA POLYCLINIC FOR MEDICAL SERVICES,EASTERN,AL JUBAIL,AL MURGAB,CLINIC,√,√,√,√,√,√,√,√,√,√,013-3611993,013-3610911,الجبل,الشرقة,مجمع دنا للخدمات الطبة
1164,6,DANAT ALSAHRAA MEDICAL COMPLEX (SUN CITYS PREV.),EASTERN,AL JUBAIL,ALJANOUBIYA DIS,CLINIC,√,√,√,√,√,√,−,−,−,−,013-3620039,013-3621312,الجبل,الشرقة,مجمع شركة دانة الصحراء الطبة (شمس المدن سابقا)
1108,9,SHIFA AL JUBAIL MEDICAL CENTER,EASTERN,AL JUBAIL,JUBAIL,CLINIC,√,√,√,√,√,√,√,√,√,−,013-3611777,013-3630943,الجبل,الشرقة,مركز شفاء الجبل الطبي
5314,10,BADR AL KHALEEJ MEDICAL CENTER,EASTERN,AL JUBAIL,ALDANA,CLINIC,√,√,√,√,√,√,√,√,√,√,013-3643000,013-3630333,الجبل,الشرقة,مجمع عادات بدر الخلج الطبي
4657,4,AL KHAFJI GENERAL HOSPITAL,EASTERN,AL KHAFJI,AL KHALIDIYA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-7666865,013-7666882,الخفجي,الشرقة,مستشفى الخفجي العام
4842,6,MAMLAKAT ALTEB DENTAL COMPLEX,EASTERN,AL KHAFJI,AL MUTHALATH,CENTER,√,√,√,√,√,√,−,−,−,−,013-7674545,013-7674646,الخفجي,الشرقة,مجمع عادات مملكة الطب
4843,6,AL ARAK MEDICAL DENTAL COMPLEX,EASTERN,AL KHAFJI,SHIMALYAH,CENTER,√,√,√,√,√,√,−,−,−,−,013-7674545,013-7673814,الخفجي,الشرقة,مجمع عادات اراك لطب اسنان
1019,8,AL KHAFJI NATIONAL HOSPITAL,EASTERN,AL KHAFJI,HAMRA DISTRICT,HOSPITAL,√,√,√,√,√,√,√,√,R,R,013-7661111,013-7663356,الخفجي,الشرقة,مستشفى الخفجي اھلي
3998,4,AL DAWAA MEDICAL SERVICES CO.,EASTERN,AL KHAFJI,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,الخفجي,الشرقة,مجموعة صدلات الدواء
1677,10,ROYAL MEDICAL COMPLEX ( ALMANAR PREV.),EASTERN,AL KHAFJI,ALYASMIN DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,013-7666454,013-7666225,الخفجي,الشرقة,مجمع عادات روال الطبة بالخفجي ( المنار سابقا)
4543,4,AL NUWAIRIYAH GENERAL HOSPITAL,EASTERN,AL NUAIRIYAH,AL MUHAMADYA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-3731000,013-3730192,النعرة,الشرقة,مستشفى النعرة العام
3998,4,AL DAWAA MEDICAL SERVICES CO.,EASTERN,AL NUAIRIYAH,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,النعرة,الشرقة,مجموعة صدلات الدواء
